transcript_id	count	tpm	effective_length
transcript_0176	29.00	2999.276037	1000
transcript_0130	29.00	2999.276037	1000
transcript_0190	28.00	2895.852725	1000
transcript_0034	28.00	2895.852725	1000
transcript_0108	27.00	2792.429414	1000
transcript_0153	27.00	2792.429414	1000
transcript_0115	27.00	2792.429414	1000
transcript_0174	26.00	2689.006102	1000
transcript_0014	26.00	2689.006102	1000
transcript_0171	25.00	2585.582790	1000
transcript_0098	24.00	2482.159479	1000
transcript_0142	23.00	2378.736167	1000
transcript_0154	23.00	2378.736167	1000
transcript_0149	23.00	2378.736167	1000
transcript_0132	22.00	2275.312856	1000
transcript_0140	19.00	1965.042921	1000
transcript_0103	19.00	1965.042921	1000
transcript_0144	19.00	1965.042921	1000
transcript_0120	19.00	1965.042921	1000
transcript_0053	19.00	1965.042921	1000
transcript_0050	18.00	1861.619609	1000
transcript_0112	18.00	1861.619609	1000
transcript_0094	17.00	1758.196297	1000
transcript_0096	17.00	1758.196297	1000
transcript_0049	17.00	1758.196297	1000
transcript_0069	17.00	1758.196297	1000
transcript_0016	17.00	1758.196297	1000
transcript_0038	16.00	1654.772986	1000
transcript_0006	16.00	1654.772986	1000
transcript_0011	15.00	1551.349674	1000
transcript_0147	15.00	1551.349674	1000
transcript_0037	15.00	1551.349674	1000
transcript_0143	15.00	1551.349674	1000
transcript_0067	14.00	1447.926363	1000
transcript_0163	14.00	1447.926363	1000
transcript_0128	14.00	1447.926363	1000
transcript_0184	14.00	1447.926363	1000
transcript_0073	14.00	1447.926363	1000
transcript_0092	13.00	1344.503051	1000
transcript_0114	13.00	1344.503051	1000
transcript_0027	13.00	1344.503051	1000
transcript_0057	13.00	1344.503051	1000
transcript_0177	12.00	1241.079739	1000
transcript_0041	12.00	1241.079739	1000
transcript_0015	12.00	1241.079739	1000
transcript_0044	12.00	1241.079739	1000
transcript_0193	11.00	1137.656428	1000
transcript_0071	11.00	1137.656428	1000
transcript_0048	11.00	1137.656428	1000
transcript_0116	11.00	1137.656428	1000
transcript_0000	11.00	1137.656428	1000
transcript_0028	11.00	1137.656428	1000
transcript_0083	10.00	1034.233116	1000
transcript_0002	10.00	1034.233116	1000
transcript_0113	10.00	1034.233116	1000
transcript_0063	10.00	1034.233116	1000
transcript_0169	9.00	930.809805	1000
transcript_0141	9.00	930.809805	1000
transcript_0095	9.00	930.809805	1000
transcript_0117	9.00	930.809805	1000
transcript_0005	9.00	930.809805	1000
transcript_0043	9.00	930.809805	1000
transcript_0004	8.00	827.386493	1000
transcript_0156	8.00	827.386493	1000
transcript_0145	8.00	827.386493	1000
transcript_0078	7.00	723.963181	1000
transcript_0159	7.00	723.963181	1000
transcript_0137	7.00	723.963181	1000
transcript_0075	7.00	723.963181	1000
transcript_0109	7.00	723.963181	1000
transcript_0101	7.00	723.963181	1000
transcript_0119	7.00	723.963181	1000
transcript_0046	6.00	620.539870	1000
transcript_0195	6.00	620.539870	1000
transcript_0068	6.00	620.539870	1000
transcript_0180	6.00	620.539870	1000
transcript_0093	6.00	620.539870	1000
transcript_0179	6.00	620.539870	1000
transcript_0019	5.00	517.116558	1000
transcript_0074	5.00	517.116558	1000
transcript_0134	5.00	517.116558	1000
transcript_0110	5.00	517.116558	1000
transcript_0196	5.00	517.116558	1000
transcript_0082	4.00	413.693246	1000
transcript_0022	4.00	413.693246	1000
transcript_0061	4.00	413.693246	1000
transcript_0030	4.00	413.693246	1000
transcript_0059	4.00	413.693246	1000
transcript_0118	4.00	413.693246	1000
transcript_0197	4.00	413.693246	1000
transcript_0167	4.00	413.693246	1000
transcript_0165	4.00	413.693246	1000
transcript_0170	4.00	413.693246	1000
transcript_0054	3.00	310.269935	1000
transcript_0166	3.00	310.269935	1000
transcript_0161	3.00	310.269935	1000
transcript_0138	3.00	310.269935	1000
transcript_0151	3.00	310.269935	1000
transcript_0158	3.00	310.269935	1000
transcript_0039	3.00	310.269935	1000
transcript_0178	3.00	310.269935	1000
transcript_0085	3.00	310.269935	1000
transcript_0003	3.00	310.269935	1000
transcript_0058	3.00	310.269935	1000
transcript_0152	3.00	310.269935	1000
transcript_0168	3.00	310.269935	1000
transcript_0157	3.00	310.269935	1000
transcript_0122	2.00	206.846623	1000
transcript_0105	2.00	206.846623	1000
transcript_0081	2.00	206.846623	1000
transcript_0099	2.00	206.846623	1000
transcript_0183	2.00	206.846623	1000
transcript_0107	2.00	206.846623	1000
transcript_0062	2.00	206.846623	1000
transcript_0187	2.00	206.846623	1000
transcript_0136	2.00	206.846623	1000
transcript_0091	2.00	206.846623	1000
transcript_0084	2.00	206.846623	1000
transcript_0021	2.00	206.846623	1000
transcript_0139	2.00	206.846623	1000
transcript_0146	2.00	206.846623	1000
transcript_0056	2.00	206.846623	1000
transcript_0131	2.00	206.846623	1000
transcript_0189	2.00	206.846623	1000
transcript_0089	1.00	103.423312	1000
transcript_0090	1.00	103.423312	1000
transcript_0023	1.00	103.423312	1000
transcript_0055	1.00	103.423312	1000
transcript_0087	1.00	103.423312	1000
transcript_0135	1.00	103.423312	1000
transcript_0133	1.00	103.423312	1000
transcript_0065	1.00	103.423312	1000
transcript_0100	1.00	103.423312	1000
transcript_0024	0.00	0.000000	1000
transcript_0045	0.00	0.000000	1000
transcript_0031	0.00	0.000000	1000
transcript_0173	0.00	0.000000	1000
transcript_0129	0.00	0.000000	1000
transcript_0072	0.00	0.000000	1000
