transcript_id	count	tpm	effective_length
transcript_0119	40.00	1654.054501	1000
transcript_0239	40.00	1654.054501	1000
transcript_0474	40.00	1654.054501	1000
transcript_0457	40.00	1654.054501	1000
transcript_0381	40.00	1654.054501	1000
transcript_0370	39.00	1612.703139	1000
transcript_0039	39.00	1612.703139	1000
transcript_0238	38.00	1571.351776	1000
transcript_0473	38.00	1571.351776	1000
transcript_0232	38.00	1571.351776	1000
transcript_0063	37.00	1530.000414	1000
transcript_0436	37.00	1530.000414	1000
transcript_0438	37.00	1530.000414	1000
transcript_0020	37.00	1530.000414	1000
transcript_0061	36.00	1488.649051	1000
transcript_0168	36.00	1488.649051	1000
transcript_0354	36.00	1488.649051	1000
transcript_0064	36.00	1488.649051	1000
transcript_0081	35.00	1447.297688	1000
transcript_0043	35.00	1447.297688	1000
transcript_0468	35.00	1447.297688	1000
transcript_0186	35.00	1447.297688	1000
transcript_0383	35.00	1447.297688	1000
transcript_0274	34.00	1405.946326	1000
transcript_0325	34.00	1405.946326	1000
transcript_0230	33.00	1364.594963	1000
transcript_0481	33.00	1364.594963	1000
transcript_0277	32.00	1323.243601	1000
transcript_0380	31.00	1281.892238	1000
transcript_0231	31.00	1281.892238	1000
transcript_0033	31.00	1281.892238	1000
transcript_0036	30.00	1240.540876	1000
transcript_0105	30.00	1240.540876	1000
transcript_0499	30.00	1240.540876	1000
transcript_0163	30.00	1240.540876	1000
transcript_0053	30.00	1240.540876	1000
transcript_0411	30.00	1240.540876	1000
transcript_0401	29.00	1199.189513	1000
transcript_0350	29.00	1199.189513	1000
transcript_0272	29.00	1199.189513	1000
transcript_0352	28.00	1157.838151	1000
transcript_0490	28.00	1157.838151	1000
transcript_0047	28.00	1157.838151	1000
transcript_0194	27.00	1116.486788	1000
transcript_0086	27.00	1116.486788	1000
transcript_0159	27.00	1116.486788	1000
transcript_0133	27.00	1116.486788	1000
transcript_0083	26.00	1075.135426	1000
transcript_0165	26.00	1075.135426	1000
transcript_0295	26.00	1075.135426	1000
transcript_0423	26.00	1075.135426	1000
transcript_0035	25.00	1033.784063	1000
transcript_0187	25.00	1033.784063	1000
transcript_0004	24.00	992.432701	1000
transcript_0492	24.00	992.432701	1000
transcript_0329	24.00	992.432701	1000
transcript_0394	24.00	992.432701	1000
transcript_0235	24.00	992.432701	1000
transcript_0373	24.00	992.432701	1000
transcript_0173	23.00	951.081338	1000
transcript_0441	23.00	951.081338	1000
transcript_0469	23.00	951.081338	1000
transcript_0426	23.00	951.081338	1000
transcript_0330	22.00	909.729976	1000
transcript_0013	22.00	909.729976	1000
transcript_0453	22.00	909.729976	1000
transcript_0138	22.00	909.729976	1000
transcript_0483	21.00	868.378613	1000
transcript_0221	21.00	868.378613	1000
transcript_0332	21.00	868.378613	1000
transcript_0259	21.00	868.378613	1000
transcript_0253	21.00	868.378613	1000
transcript_0419	21.00	868.378613	1000
transcript_0425	21.00	868.378613	1000
transcript_0037	21.00	868.378613	1000
transcript_0311	20.00	827.027251	1000
transcript_0225	20.00	827.027251	1000
transcript_0121	20.00	827.027251	1000
transcript_0116	20.00	827.027251	1000
transcript_0478	20.00	827.027251	1000
transcript_0129	20.00	827.027251	1000
transcript_0250	20.00	827.027251	1000
transcript_0210	20.00	827.027251	1000
transcript_0273	20.00	827.027251	1000
transcript_0156	19.00	785.675888	1000
transcript_0089	19.00	785.675888	1000
transcript_0448	19.00	785.675888	1000
transcript_0251	19.00	785.675888	1000
transcript_0100	19.00	785.675888	1000
transcript_0209	18.00	744.324525	1000
transcript_0166	18.00	744.324525	1000
transcript_0285	18.00	744.324525	1000
transcript_0299	18.00	744.324525	1000
transcript_0060	18.00	744.324525	1000
transcript_0328	18.00	744.324525	1000
transcript_0076	18.00	744.324525	1000
transcript_0082	18.00	744.324525	1000
transcript_0078	18.00	744.324525	1000
transcript_0008	18.00	744.324525	1000
transcript_0395	17.00	702.973163	1000
transcript_0390	17.00	702.973163	1000
transcript_0012	17.00	702.973163	1000
transcript_0198	17.00	702.973163	1000
transcript_0403	17.00	702.973163	1000
transcript_0462	17.00	702.973163	1000
transcript_0040	17.00	702.973163	1000
transcript_0115	17.00	702.973163	1000
transcript_0293	16.00	661.621800	1000
transcript_0337	16.00	661.621800	1000
transcript_0487	16.00	661.621800	1000
transcript_0377	16.00	661.621800	1000
transcript_0323	16.00	661.621800	1000
transcript_0498	16.00	661.621800	1000
transcript_0289	16.00	661.621800	1000
transcript_0117	16.00	661.621800	1000
transcript_0475	16.00	661.621800	1000
transcript_0341	16.00	661.621800	1000
transcript_0113	16.00	661.621800	1000
transcript_0126	16.00	661.621800	1000
transcript_0066	16.00	661.621800	1000
transcript_0316	15.00	620.270438	1000
transcript_0304	15.00	620.270438	1000
transcript_0219	15.00	620.270438	1000
transcript_0254	15.00	620.270438	1000
transcript_0458	15.00	620.270438	1000
transcript_0079	15.00	620.270438	1000
transcript_0223	15.00	620.270438	1000
transcript_0195	15.00	620.270438	1000
transcript_0212	14.00	578.919075	1000
transcript_0480	14.00	578.919075	1000
transcript_0112	14.00	578.919075	1000
transcript_0217	14.00	578.919075	1000
transcript_0378	14.00	578.919075	1000
transcript_0098	14.00	578.919075	1000
transcript_0258	14.00	578.919075	1000
transcript_0074	14.00	578.919075	1000
transcript_0141	14.00	578.919075	1000
transcript_0314	13.00	537.567713	1000
transcript_0199	13.00	537.567713	1000
transcript_0025	13.00	537.567713	1000
transcript_0467	13.00	537.567713	1000
transcript_0058	13.00	537.567713	1000
transcript_0371	13.00	537.567713	1000
transcript_0127	13.00	537.567713	1000
transcript_0283	12.00	496.216350	1000
transcript_0205	12.00	496.216350	1000
transcript_0087	12.00	496.216350	1000
transcript_0263	12.00	496.216350	1000
transcript_0010	12.00	496.216350	1000
transcript_0358	12.00	496.216350	1000
transcript_0405	12.00	496.216350	1000
transcript_0327	12.00	496.216350	1000
transcript_0123	11.00	454.864988	1000
transcript_0003	11.00	454.864988	1000
transcript_0245	11.00	454.864988	1000
transcript_0361	11.00	454.864988	1000
transcript_0432	11.00	454.864988	1000
transcript_0174	11.00	454.864988	1000
transcript_0242	11.00	454.864988	1000
transcript_0389	11.00	454.864988	1000
transcript_0092	11.00	454.864988	1000
transcript_0309	11.00	454.864988	1000
transcript_0068	11.00	454.864988	1000
transcript_0142	11.00	454.864988	1000
transcript_0346	10.00	413.513625	1000
transcript_0440	10.00	413.513625	1000
transcript_0006	10.00	413.513625	1000
transcript_0280	10.00	413.513625	1000
transcript_0364	10.00	413.513625	1000
transcript_0146	10.00	413.513625	1000
transcript_0449	10.00	413.513625	1000
transcript_0357	10.00	413.513625	1000
transcript_0180	10.00	413.513625	1000
transcript_0034	10.00	413.513625	1000
transcript_0444	10.00	413.513625	1000
transcript_0041	10.00	413.513625	1000
transcript_0326	10.00	413.513625	1000
transcript_0088	9.00	372.162263	1000
transcript_0031	9.00	372.162263	1000
transcript_0211	9.00	372.162263	1000
transcript_0301	9.00	372.162263	1000
transcript_0158	9.00	372.162263	1000
transcript_0005	9.00	372.162263	1000
transcript_0108	9.00	372.162263	1000
transcript_0360	9.00	372.162263	1000
transcript_0296	9.00	372.162263	1000
transcript_0136	9.00	372.162263	1000
transcript_0175	9.00	372.162263	1000
transcript_0334	9.00	372.162263	1000
transcript_0298	9.00	372.162263	1000
transcript_0094	9.00	372.162263	1000
transcript_0029	9.00	372.162263	1000
transcript_0109	9.00	372.162263	1000
transcript_0427	9.00	372.162263	1000
transcript_0110	8.00	330.810900	1000
transcript_0281	8.00	330.810900	1000
transcript_0021	8.00	330.810900	1000
transcript_0261	8.00	330.810900	1000
transcript_0276	8.00	330.810900	1000
transcript_0310	8.00	330.810900	1000
transcript_0193	8.00	330.810900	1000
transcript_0131	8.00	330.810900	1000
transcript_0177	8.00	330.810900	1000
transcript_0118	8.00	330.810900	1000
transcript_0315	8.00	330.810900	1000
transcript_0343	8.00	330.810900	1000
transcript_0472	8.00	330.810900	1000
transcript_0463	7.00	289.459538	1000
transcript_0190	7.00	289.459538	1000
transcript_0191	7.00	289.459538	1000
transcript_0050	7.00	289.459538	1000
transcript_0347	7.00	289.459538	1000
transcript_0016	7.00	289.459538	1000
transcript_0101	7.00	289.459538	1000
transcript_0307	7.00	289.459538	1000
transcript_0227	7.00	289.459538	1000
transcript_0266	7.00	289.459538	1000
transcript_0056	7.00	289.459538	1000
transcript_0351	7.00	289.459538	1000
transcript_0200	7.00	289.459538	1000
transcript_0486	7.00	289.459538	1000
transcript_0154	6.00	248.108175	1000
transcript_0018	6.00	248.108175	1000
transcript_0149	6.00	248.108175	1000
transcript_0260	6.00	248.108175	1000
transcript_0349	6.00	248.108175	1000
transcript_0002	6.00	248.108175	1000
transcript_0388	6.00	248.108175	1000
transcript_0420	6.00	248.108175	1000
transcript_0392	6.00	248.108175	1000
transcript_0090	6.00	248.108175	1000
transcript_0244	6.00	248.108175	1000
transcript_0001	6.00	248.108175	1000
transcript_0153	6.00	248.108175	1000
transcript_0213	6.00	248.108175	1000
transcript_0322	6.00	248.108175	1000
transcript_0148	6.00	248.108175	1000
transcript_0143	6.00	248.108175	1000
transcript_0336	6.00	248.108175	1000
transcript_0456	6.00	248.108175	1000
transcript_0145	5.00	206.756813	1000
transcript_0152	5.00	206.756813	1000
transcript_0271	5.00	206.756813	1000
transcript_0418	5.00	206.756813	1000
transcript_0356	5.00	206.756813	1000
transcript_0155	5.00	206.756813	1000
transcript_0243	5.00	206.756813	1000
transcript_0128	5.00	206.756813	1000
transcript_0385	5.00	206.756813	1000
transcript_0218	5.00	206.756813	1000
transcript_0319	5.00	206.756813	1000
transcript_0445	5.00	206.756813	1000
transcript_0303	5.00	206.756813	1000
transcript_0282	5.00	206.756813	1000
transcript_0415	5.00	206.756813	1000
transcript_0379	5.00	206.756813	1000
transcript_0333	5.00	206.756813	1000
transcript_0091	4.00	165.405450	1000
transcript_0409	4.00	165.405450	1000
transcript_0262	4.00	165.405450	1000
transcript_0179	4.00	165.405450	1000
transcript_0493	4.00	165.405450	1000
transcript_0252	4.00	165.405450	1000
transcript_0312	4.00	165.405450	1000
transcript_0093	4.00	165.405450	1000
transcript_0460	4.00	165.405450	1000
transcript_0178	4.00	165.405450	1000
transcript_0270	4.00	165.405450	1000
transcript_0477	4.00	165.405450	1000
transcript_0284	4.00	165.405450	1000
transcript_0407	4.00	165.405450	1000
transcript_0132	3.00	124.054088	1000
transcript_0022	3.00	124.054088	1000
transcript_0049	3.00	124.054088	1000
transcript_0137	3.00	124.054088	1000
transcript_0102	3.00	124.054088	1000
transcript_0215	3.00	124.054088	1000
transcript_0368	3.00	124.054088	1000
transcript_0431	3.00	124.054088	1000
transcript_0491	3.00	124.054088	1000
transcript_0459	3.00	124.054088	1000
transcript_0134	3.00	124.054088	1000
transcript_0246	3.00	124.054088	1000
transcript_0067	3.00	124.054088	1000
transcript_0196	3.00	124.054088	1000
transcript_0466	3.00	124.054088	1000
transcript_0339	3.00	124.054088	1000
transcript_0344	3.00	124.054088	1000
transcript_0488	3.00	124.054088	1000
transcript_0362	3.00	124.054088	1000
transcript_0435	3.00	124.054088	1000
transcript_0461	3.00	124.054088	1000
transcript_0413	3.00	124.054088	1000
transcript_0291	3.00	124.054088	1000
transcript_0496	2.00	82.702725	1000
transcript_0452	2.00	82.702725	1000
transcript_0382	2.00	82.702725	1000
transcript_0470	2.00	82.702725	1000
transcript_0080	2.00	82.702725	1000
transcript_0286	2.00	82.702725	1000
transcript_0369	2.00	82.702725	1000
transcript_0248	2.00	82.702725	1000
transcript_0247	2.00	82.702725	1000
transcript_0151	2.00	82.702725	1000
transcript_0234	2.00	82.702725	1000
transcript_0038	2.00	82.702725	1000
transcript_0140	2.00	82.702725	1000
transcript_0484	2.00	82.702725	1000
transcript_0160	2.00	82.702725	1000
transcript_0494	2.00	82.702725	1000
transcript_0070	2.00	82.702725	1000
transcript_0048	2.00	82.702725	1000
transcript_0391	2.00	82.702725	1000
transcript_0026	2.00	82.702725	1000
transcript_0447	2.00	82.702725	1000
transcript_0305	2.00	82.702725	1000
transcript_0000	2.00	82.702725	1000
transcript_0059	2.00	82.702725	1000
transcript_0009	2.00	82.702725	1000
transcript_0353	2.00	82.702725	1000
transcript_0007	2.00	82.702725	1000
transcript_0027	2.00	82.702725	1000
transcript_0442	2.00	82.702725	1000
transcript_0017	1.00	41.351363	1000
transcript_0399	1.00	41.351363	1000
transcript_0402	1.00	41.351363	1000
transcript_0062	1.00	41.351363	1000
transcript_0451	1.00	41.351363	1000
transcript_0340	1.00	41.351363	1000
transcript_0044	1.00	41.351363	1000
transcript_0489	1.00	41.351363	1000
transcript_0051	1.00	41.351363	1000
transcript_0130	1.00	41.351363	1000
transcript_0342	1.00	41.351363	1000
transcript_0476	1.00	41.351363	1000
transcript_0170	1.00	41.351363	1000
transcript_0057	1.00	41.351363	1000
transcript_0269	1.00	41.351363	1000
transcript_0257	1.00	41.351363	1000
transcript_0300	1.00	41.351363	1000
transcript_0171	1.00	41.351363	1000
transcript_0321	1.00	41.351363	1000
transcript_0292	1.00	41.351363	1000
transcript_0374	1.00	41.351363	1000
transcript_0275	1.00	41.351363	1000
transcript_0011	0.00	0.000000	1000
transcript_0181	0.00	0.000000	1000
transcript_0308	0.00	0.000000	1000
transcript_0433	0.00	0.000000	1000
transcript_0185	0.00	0.000000	1000
transcript_0203	0.00	0.000000	1000
transcript_0120	0.00	0.000000	1000
transcript_0416	0.00	0.000000	1000
transcript_0365	0.00	0.000000	1000
transcript_0103	0.00	0.000000	1000
transcript_0288	0.00	0.000000	1000
transcript_0161	0.00	0.000000	1000
transcript_0236	0.00	0.000000	1000
transcript_0422	0.00	0.000000	1000
